iso3,m49_code,region_country_area,year,series,value,footnotes,source
TCD,148,Chad,2015,"Maternal mortality ratio (deaths per 100,000 population)",1125,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
TCD,148,Chad,2015,Life expectancy at birth for both sexes (years),51.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2015,Life expectancy at birth for males (years),50.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2015,Life expectancy at birth for females (years),52.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2020,Population annual rate of increase (percent),3.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
TCD,148,Chad,2020,Total fertility rate (children per women),6.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2020,"Under five mortality rate for both sexes (per 1,000 live births)",110,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
TCD,148,Chad,2020,"Maternal mortality ratio (deaths per 100,000 population)",1063,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
TCD,148,Chad,2020,Life expectancy at birth for both sexes (years),53.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2020,Life expectancy at birth for males (years),51.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2020,Life expectancy at birth for females (years),54.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2025,Population annual rate of increase (percent),2.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
TCD,148,Chad,2025,Total fertility rate (children per women),5.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2025,"Under five mortality rate for both sexes (per 1,000 live births)",97.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
TCD,148,Chad,2025,Life expectancy at birth for both sexes (years),55.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2025,Life expectancy at birth for males (years),53.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
TCD,148,Chad,2025,Life expectancy at birth for females (years),57.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2010,Population annual rate of increase (percent),1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2010,Total fertility rate (children per women),1.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2010,"Under five mortality rate for both sexes (per 1,000 live births)",9.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2010,"Maternal mortality ratio (deaths per 100,000 population)",23,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHL,152,Chile,2010,Life expectancy at birth for both sexes (years),79.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2010,Life expectancy at birth for males (years),76.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2010,Life expectancy at birth for females (years),81.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2015,Population annual rate of increase (percent),1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2015,Total fertility rate (children per women),1.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2015,"Under five mortality rate for both sexes (per 1,000 live births)",8.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2015,"Maternal mortality ratio (deaths per 100,000 population)",16,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHL,152,Chile,2015,Life expectancy at birth for both sexes (years),80,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2015,Life expectancy at birth for males (years),77.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2015,Life expectancy at birth for females (years),82.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2020,Population annual rate of increase (percent),0.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2020,Total fertility rate (children per women),1.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2020,"Under five mortality rate for both sexes (per 1,000 live births)",5.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2020,"Maternal mortality ratio (deaths per 100,000 population)",15,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHL,152,Chile,2020,Life expectancy at birth for both sexes (years),79.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2020,Life expectancy at birth for males (years),76.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2020,Life expectancy at birth for females (years),82,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2025,Population annual rate of increase (percent),0.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2025,Total fertility rate (children per women),1.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2025,"Under five mortality rate for both sexes (per 1,000 live births)",6.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHL,152,Chile,2025,Life expectancy at birth for both sexes (years),81.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2025,Life expectancy at birth for males (years),79.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHL,152,Chile,2025,Life expectancy at birth for females (years),83.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2010,Population annual rate of increase (percent),0.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2010,Total fertility rate (children per women),1.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2010,"Under five mortality rate for both sexes (per 1,000 live births)",15.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2010,"Maternal mortality ratio (deaths per 100,000 population)",33,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHN,156,China,2010,Life expectancy at birth for both sexes (years),75.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2010,Life expectancy at birth for males (years),73.2,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2010,Life expectancy at birth for females (years),78.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2015,Population annual rate of increase (percent),0.5,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2015,Total fertility rate (children per women),1.7,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2015,"Under five mortality rate for both sexes (per 1,000 live births)",10.8,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2015,"Maternal mortality ratio (deaths per 100,000 population)",26,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHN,156,China,2015,Life expectancy at birth for both sexes (years),77,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2015,Life expectancy at birth for males (years),74.4,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2015,Life expectancy at birth for females (years),79.8,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2020,Population annual rate of increase (percent),0.1,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2020,Total fertility rate (children per women),1.2,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2020,"Under five mortality rate for both sexes (per 1,000 live births)",7.6,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2020,"Maternal mortality ratio (deaths per 100,000 population)",23,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
CHN,156,China,2020,Life expectancy at birth for both sexes (years),78,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2020,Life expectancy at birth for males (years),75.2,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2020,Life expectancy at birth for females (years),81,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2025,Population annual rate of increase (percent),-0.2,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2025,Total fertility rate (children per women),1,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2025,"Under five mortality rate for both sexes (per 1,000 live births)",7.5,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
CHN,156,China,2025,Life expectancy at birth for both sexes (years),78.4,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2025,Life expectancy at birth for males (years),75.7,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
CHN,156,China,2025,Life expectancy at birth for females (years),81.2,"Projected estimate (medium fertility variant).;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,Population annual rate of increase (percent),0.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,Total fertility rate (children per women),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,"Under five mortality rate for both sexes (per 1,000 live births)",3.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,Life expectancy at birth for both sexes (years),82.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,Life expectancy at birth for males (years),80,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2010,Life expectancy at birth for females (years),85.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,Population annual rate of increase (percent),0.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,Total fertility rate (children per women),1.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,"Under five mortality rate for both sexes (per 1,000 live births)",2.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,Life expectancy at birth for both sexes (years),84.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,Life expectancy at birth for males (years),81.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2015,Life expectancy at birth for females (years),87,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,Population annual rate of increase (percent),0,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,Total fertility rate (children per women),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,"Under five mortality rate for both sexes (per 1,000 live births)",2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,Life expectancy at birth for both sexes (years),84.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,Life expectancy at birth for males (years),82.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2020,Life expectancy at birth for females (years),87,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,Population annual rate of increase (percent),0,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,Total fertility rate (children per women),0.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,"Under five mortality rate for both sexes (per 1,000 live births)",1.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,Life expectancy at birth for both sexes (years),85.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,Life expectancy at birth for males (years),83.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
HKG,344,"China, Hong Kong SAR",2025,Life expectancy at birth for females (years),88.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,Population annual rate of increase (percent),2.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,Total fertility rate (children per women),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,"Under five mortality rate for both sexes (per 1,000 live births)",4.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,Life expectancy at birth for both sexes (years),81.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,Life expectancy at birth for males (years),78.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2010,Life expectancy at birth for females (years),84.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,Population annual rate of increase (percent),1.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,Total fertility rate (children per women),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,"Under five mortality rate for both sexes (per 1,000 live births)",3.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,Life expectancy at birth for both sexes (years),82.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,Life expectancy at birth for males (years),80.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2015,Life expectancy at birth for females (years),85.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,Population annual rate of increase (percent),1.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,Total fertility rate (children per women),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,"Under five mortality rate for both sexes (per 1,000 live births)",3.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,Life expectancy at birth for both sexes (years),84.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,Life expectancy at birth for males (years),82.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2020,Life expectancy at birth for females (years),86.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MAC,446,"China, Macao SAR",2025,Population annual rate of increase (percent),0.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MAC,446,"China, Macao SAR",2025,Total fertility rate (children per women),0.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
